date,rating,role,location,title,body,pros,cons,work_life_balance,pay_and_benefits,job_security,management,culture
2025년 2월 13일,5,Senior Project Manager for SAP (현 직원),"Austin, TX",Continuous learning and new projects exposure,"As a large, complex and highly customized environment, one always gets a lot of learning opportunities, exposure to newer technologies and business processes, managing complex challenges and global teams.","Global work environment, new technologies, training opportunities","Highly customized, very much time bound, extended work hours",,,,,
2025년 2월 13일,5,Family Room Specialist (전 직원),Houston,The only retail environment I would ever work in again.,"Working for Apple in Customer Support role in the Apple Store, was a great experience and one of the few jobs I would confidently recommend my own family members to.
Like any job, you might run into someone you don't get along with, but on the whole the culture promotes doing the right thing for the right reasons and quashes most of the non-sense.",,,,,,,
2025년 2월 12일,4,Business Administrator (현 직원),"Austin, TX",Expect something new,Your jobs will change constantly and you have to be opened to change. They will say you get pay top tier of the market but this is a lie. This is good if you’re single and want to have apple in your resume.,,,,,,,
2025년 2월 12일,2,Maps Field Operator/Certified Installer (전 직원),N/A,"If you're ok with being part of a traveling circus working 6 days a week, please give this a try","It's contract work. You get to travel across the US, the pay is ok but rigid. You don't get to negotiate anything. Again, the traveling part is great. You ride with someone for 8+ hours a day (or alone now, depending on when you were hired) and you drive every road existent in the US. You get to see parts of the US you've never been to...and that's the great part. However, you ""live"" with your coworkers at the same hotel. There are about one or two different vehicles you can use to run errands with the limited time you have after work...amongst 20 people. There is no promotion (unless you pantomime certain actions), pay raise, or anything regarding skills you can take with you. If you have nothing else, and you want to travel the country, this job is for you...but it's definitely not for everyone.",,,,,,,
2025년 2월 12일,4,Customer Service Representative (현 직원),"Austin, TX",You'll get stuck on the phones.,"The culture at Apple is that of innovation and improvement, but if you find yourself in a customer service role taking technical support calls, there is little to no opportunities elsewhere within the company.",,,,,,,
2025년 2월 12일,5,Customer Support Specialist (전 직원),"Austin, TX",Good company to work for.,"Apple was the best company I ever worked for in my all career. Great workplace culture, no stress
I highly recommend Apple as a Company to work for.
Great pay and benefits",Great pay and culture,Holidays. They is no holidays except Christmas and new year,,,,,
2025년 2월 11일,3,Specialist (전 직원),"Littleton, CO",Stressful workload and fast paced,"I was a seasonal employee and found that it was very difficult to get a permanent position despite the pressure from managers to apply for any and all open positions. It was also a very stressful and intense job and I dealt with many rude and difficult customers, and even though managers were supposed to be on the floor to help most of the time they were just hiding in the office or were reluctant to come over and help out with a situation.",,,,,,,
2025년 2월 9일,5,Sales Lead (현 직원),"Troy, MI",Productive and fun work environment.,"Quite frankly, things could get rough, it depends on how you perceive them. However, there's always a new experience awaiting every customer. In regards to management, I appreciated everyone's perspective on certain matters but I advocate for taking initiative on matters that you could handle yourself.",,,,,,,
2025년 2월 8일,5,Specialist (전 직원),"New York, NY",Good,Everyone is friendly and most of the managers seemed to be good. The job gets old pretty quickly but it's a high paying retail job. Better than being a cashier somewhere else,,,,,,,
2025년 2월 8일,5,556 director (전 직원),"Iowa City, IA",Productive and fun workplace,"I’ve learned valuable communication, sales, and technical skills, along with deep product knowledge and problem-solving abilities.

Management is extremly supportive and encourages growth and teamwork, though expectations for performance and adaptability are high.

The workplace culture is fast-paced, inclusive, and collaborative, with a strong focus on customer satisfaction and innovation.",,,,,,,
2025년 2월 6일,4,At Home Advisor (전 직원),Remote,Tough but fun,"Emotionally draining because people are just inherently mean. However, the employees trauma bonds and makes it worth it. Great perks and benefits, even as a support rep.",,,,,,,
2025년 2월 6일,5,Analyst (전 직원),"Cupertino, CA",Great place to work,"Loved every minute, with the usual ups and downs of middle management. This is the place to start your career. Even with the tech layoffs, I would still recommend this company.",,,,,,,
2025년 2월 5일,5,Sales Specialist (전 직원),"Staten Island, NY",Review of My Experience as a Specialist at Apple Staten Island,"Engaging and dynamic workplace with a strong focus on customer experience and teamwork. As a Specialist at Apple Staten Island, I honed my skills in tech support, sales, and customer engagement while working in a fast-paced, collaborative environment. The company culture encouraged continuous learning, problem-solving, and helping customers find the best solutions for their needs.

A great place to grow professionally while working with innovative products and passionate colleagues.",,,,,,,
2025년 2월 5일,4,Sales Associate (전 직원),"Cerritos, CA",Great Benefits,Apple was a great company to work for. They had exceptional benefits and the pay depending on the position was good. However they worked on a seniority basis and at the end of the day it is still retail with retail hours.,,,,,,,
